degree,n_computed,min_distance,median_distance,mean_distance,max_distance,q1_distance,q3_distance,n_captured,capture_rate
2,16,0.03476304587366669,0.28381412581703,0.213354007764452,0.3998655357343922,0.037171384602287486,0.2839666868678485,9,36.0
3,25,0.03357430978303807,0.2729601542732789,0.22345419744412912,0.3845611230537914,0.10549031904288317,0.2907029737640346,4,16.0
4,36,0.031081934616187898,0.29087397801326853,0.23908987433331014,0.41018197853033306,0.11797449470748476,0.3123452670159469,4,16.0
