subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
0011,7,saddle,3,4,3,0.37805971499305396,0.3902227298660319,0.28354478624479046,0.3026581592451341,0.04596051909981058,0.06740865615439004,0.06740865615438495
0011,7,min,1,4,1,5.51503752196489e-27,0.03996444738244292,5.51503752196489e-27,0.03996444738244292,0.03996444738244292,0.03996444738244292,0.03996444738244292
