theoretical_point_id,type,x1,x2,x3,x4,d3,d4,d5,d6
TP_001,min,0.256625076922502,-1.01624596361443,0.256625076922502,-1.01624596361443,0.033574309783050135,0.031081934616207778,0.028665448754264383,0.03570087050367219
AVERAGE,-,NaN,NaN,NaN,NaN,0.033574309783050135,0.031081934616207778,0.028665448754264383,0.03570087050367219
