subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
0010,6,saddle,5,2,1,0.3969627007427066,0.4472944374679015,0.28354478624479046,0.4472944374679015,0.5775089480282044,0.5775089480282044,0.5775089480282044
0010,6,min,1,2,1,3.23705374671949e-27,0.18502505961065208,3.23705374671949e-27,0.18502505961065208,0.18502505961065208,0.18502505961065208,0.18502505961065208
