subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1010,3,saddle,8,4,0,0.42531717936718566,NaN,0.28354478624479046,NaN,NaN,NaN,NaN
1010,3,min,1,4,0,1.5506047168250513e-27,NaN,1.5506047168250513e-27,NaN,NaN,NaN,NaN
