subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1110,7,saddle,5,2,1,0.3969627007427066,0.49719149395677287,0.28354478624479046,0.49719149395677287,0.12325756269146049,0.12325756269146049,0.12325756269146049
1110,7,min,1,2,1,3.828588492070452e-27,0.2344977820940869,3.828588492070452e-27,0.2344977820940869,0.2344977820940869,0.2344977820940869,0.2344977820940869
