subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
0011,8,saddle,3,4,3,0.37805971499305396,0.3901191295880951,0.28354478624479046,0.302471024522135,0.04548322383432143,0.06674867320963704,0.06674867320961804
0011,8,min,1,4,1,5.51503752196489e-27,0.0395267093242652,5.51503752196489e-27,0.0395267093242652,0.0395267093242652,0.0395267093242652,0.0395267093242652
