degree,l2_norm,n_computed_points,n_theoretical_points,n_successful_recoveries,success_rate,min_min_success_rate,runtime_seconds,converged
2,8.395435433874454,1,9,0,0.0,0.0,18.380696058273315,false
3,4.752292591358598,4,9,0,0.0,0.0,2.1746370792388916,false
4,2.2243530615784732,25,9,1,0.1111111111111111,1.0,1.7332379817962646,false
5,1.0313662492207112,4,9,1,0.1111111111111111,1.0,2.0082321166992188,false
6,0.3132710891374498,25,9,1,0.1111111111111111,1.0,3.008939027786255,false
