subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1110,4,saddle,5,3,0,0.3969627007427066,NaN,0.28354478624479046,NaN,NaN,NaN,NaN
1110,4,min,1,3,0,3.828588492070452e-27,NaN,3.828588492070452e-27,NaN,NaN,NaN,NaN
