subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1111,5,saddle,3,4,3,0.37805971499305396,0.39074400271171067,0.28354478624479046,0.3005522879948037,0.04236124835306843,0.05998171214946317,0.059981712149453185
1111,5,min,1,4,1,6.1065722673158524e-27,0.02997714384408951,6.1065722673158524e-27,0.02997714384408951,0.02997714384408951,0.02997714384408951,0.02997714384408951
