subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1100,6,saddle,3,4,3,0.37805971499305396,0.39207124948961297,0.28354478624479046,0.3046481235371958,0.04971902404142956,0.07442682185024618,0.07442682185023972
1100,6,min,1,4,1,5.51503752196489e-27,0.042378745679951466,5.51503752196489e-27,0.042378745679951466,0.042378745679951466,0.042378745679951466,0.042378745679951466
