subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1100,8,saddle,3,4,3,0.37805971499305396,0.3901191295880943,0.28354478624479046,0.30247102452213376,0.04548322383432618,0.066748673209648,0.06674867320961374
1100,8,min,1,4,1,5.51503752196489e-27,0.03952670932427407,5.51503752196489e-27,0.03952670932427407,0.03952670932427407,0.03952670932427407,0.03952670932427407
