subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
1100,5,saddle,3,4,3,0.37805971499305396,0.39074400271171034,0.28354478624479046,0.3005522879948033,0.042361248353067586,0.05998171214946356,0.05998171214945181
1100,5,min,1,4,1,5.51503752196489e-27,0.02997714384408982,5.51503752196489e-27,0.02997714384408982,0.02997714384408982,0.02997714384408982,0.02997714384408982
