idx,type,x1,x2,x3,x4,function_value,d_2,d_3,d_4,d_5,d_6,d_7,d_8,converging,distance_reduction
1,min,0.256625076922502,-1.01624596361443,0.256625076922502,-1.01624596361443,4.923502776613928e-27,0.3998655357343813,0.033574309783050135,0.031081934616207778,0.028665448754264383,0.03570087050367219,0.034946321272298804,0.03501190609991232,true,0.364853629634469
2,saddle,0.256625076922502,-1.01624596361443,0.507030772828217,-0.917350578608486,0.28354478624479046,0.2839666868678485,0.2729601542732789,0.29087397801326853,0.02711726519573608,0.03187447840662605,0.03217669042961758,0.03223733349623558,true,0.2517293533716129
3,min,0.256625076922502,-1.01624596361443,0.74115190368376,-0.741151903683748,3.23705374671949e-27,0.28381412581703,0.10549031904288317,0.11797449470748707,0.045734869048698036,0.06392541137362025,0.0708346257753209,0.07024895271010638,true,0.21356517310692363
4,saddle,0.256625076922502,-1.01624596361443,0.917350578608475,-0.50703077282823,0.28354478624479046,0.28396668686784743,0.2729601542732943,0.2908739780132844,0.0271172651957428,0.03187447840663327,0.03217669042962339,0.032237333496233846,true,0.25172935337161356
5,min,0.256625076922502,-1.01624596361443,1.01624596361443,-0.256625076922483,5.51503752196489e-27,0.3998655357343872,0.03357430978304419,0.03108193461619723,0.0286654487542571,0.035700870503663565,0.03494632127228895,0.03501190609990032,true,0.36485362963448686
6,saddle,0.507030772828217,-0.917350578608486,0.256625076922502,-1.01624596361443,0.28354478624479046,0.283966686867831,0.2729601542732785,0.29087397801326664,0.02711726519573272,0.03187447840663632,0.03217669042962764,0.03223733349624126,true,0.25172935337158975
7,saddle,0.507030772828217,-0.917350578608486,0.507030772828217,-0.917350578608486,0.5670895724895809,0.03717138460229496,0.38456112305376894,0.4101819785303098,0.02547516812718175,0.027521129930829613,0.02914504149149061,0.02920030433311267,true,0.00797108026918229
8,saddle,0.507030772828217,-0.917350578608486,0.74115190368376,-0.741151903683748,0.28354478624479046,0.035987367170072025,0.2907029737640345,0.31234526701594695,0.0447807588849714,0.06186993161675321,0.06950998665851645,0.06890810880488182,false,-0.0329207416348098
9,saddle,0.507030772828217,-0.917350578608486,0.917350578608475,-0.50703077282823,0.5670895724895809,0.037171384602287756,0.3845611230537799,0.4101819785303209,0.0254751681271901,0.027521129930839428,0.029145041491499428,0.029200304333112426,true,0.00797108026917533
10,saddle,0.507030772828217,-0.917350578608486,1.01624596361443,-0.256625076922483,0.28354478624479046,0.2839666868678394,0.27296015427327774,0.2908739780132653,0.027117265195724553,0.031874478406625883,0.03217669042961596,0.03223733349622744,true,0.25172935337161195
