degree,n_computed,min_distance,median_distance,mean_distance,max_distance,q1_distance,q3_distance,n_captured,capture_rate
2,16,0.03476304587366669,0.28381412581703,0.21335400776445204,0.3998655357343922,0.037171384602287486,0.2839666868678485,9,36.0
3,25,0.03357430978303807,0.2729601542732789,0.22345419744412912,0.3845611230537914,0.10549031904288317,0.29070297376403453,4,16.0
4,36,0.031081934616187898,0.29087397801326853,0.2390898743333101,0.41018197853033306,0.11797449470748476,0.31234526701594695,4,16.0
5,49,0.02547516812718175,0.028665448754250283,0.034141713043554206,0.05797972526253842,0.02711726519573165,0.0447807588849714,25,100.0
6,36,0.027521129930829613,0.0357008705036556,0.043764863725756865,0.08305639219140887,0.03187447840662605,0.06186993161675321,25,100.0
7,36,0.02914504149149061,0.03494632127228102,0.04676157976473179,0.09388206989086012,0.03217669042961596,0.06950998665851645,25,100.0
8,36,0.029200304333112426,0.03501190609989127,0.046573954192048815,0.09297309903936424,0.03223733349622753,0.06890810880488182,25,100.0
