theoretical_point_id,type,x1,x2,x3,x4,d3,d4,d5,d6,d7,d8,d9,d10
TP_001,min,0.256625076922502,-1.01624596361443,1.01624596361443,-0.256625076922483,0.03357430978304183,0.031081934616196016,0.028665448754256487,0.03570087050365985,0.03494632127228665,0.03501190609989911,0.03494803118711512,0.03493698836840659
AVERAGE,-,NaN,NaN,NaN,NaN,0.03357430978304183,0.031081934616196016,0.028665448754256487,0.03570087050365985,0.03494632127228665,0.03501190609989911,0.03494803118711512,0.03493698836840659
