subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
0000,7,min,1,4,1,4.923502776613928e-27,0.03996444738244492,4.923502776613928e-27,0.03996444738244492,0.03996444738244492,0.03996444738244492,0.03996444738244492
0000,7,saddle,3,4,3,0.37805971499305396,0.39022272986603207,0.28354478624479046,0.30265815924513373,0.04596051909981306,0.0674086561543969,0.06740865615438357
