subdomain,degree,point_type,n_theoretical,n_computed,n_matched,avg_f_theoretical,avg_f_computed,min_f_theoretical,min_f_computed,avg_relative_error,max_relative_error,median_relative_error
0011,5,saddle,3,4,3,0.37805971499305396,0.3907440027117093,0.28354478624479046,0.30055228799480266,0.042361248353064714,0.05998171214945945,0.059981712149449466
0011,5,min,1,4,1,5.51503752196489e-27,0.02997714384408793,5.51503752196489e-27,0.02997714384408793,0.02997714384408793,0.02997714384408793,0.02997714384408793
