x1,x2,z,y1,y2,close,steps,converged
0.028155577094581316,-0.3388935504181992,1.930286014097564,-0.12300934767001738,-0.4931097160534397,false,7.0,true
0.07192036421919197,-0.33872087585746874,-1.556383476848602,0.07164587039781427,-0.3395117653280593,true,5.0,true
-0.02459183908241102,-0.3387078439925922,-2.779274728183488,-0.025407783994392093,-0.3394789555252904,true,5.0,true
-0.08095136049115378,-0.3381048076167723,0.20499459044469884,-0.025407783994957193,-0.3394789555267964,false,8.0,true
0.15662750317312385,-0.33769547211186746,0.9884478909667105,-1.9347624143656488,-0.4060613392082766,false,8.0,true
-0.1263688172109554,-0.3374396493266106,-2.303438501583025,-0.12485457340317957,-0.3381773843251387,true,5.0,true
0.18420981797816985,-0.3372605369183569,0.7892092160649107,-0.02316775951821111,-0.49421287837805855,false,6.0,true
0.19399761395285325,-0.3371058677678457,0.8550736241779889,-1.4156040240612573,-2.296238313512325,false,7.0,true
-0.15838935119148279,-0.3369506434253933,-1.3036979520999827,-0.025407783994415276,-0.33947895552527546,false,8.0,true
-0.18774817359457974,-0.3365341218938604,-2.072394625447516,-0.189143293861007,-0.3371205804323189,true,5.0,true
0.24342111757231358,-0.33639067966035946,-1.1238497383652035,0.24362973916423888,-0.33699097971769315,true,5.0,true
-0.23485715142959745,-0.33601550870349994,0.4036181245626945,-0.2933936760586985,-0.18657589013830894,false,10.0,true
-0.34561280856654913,-0.3359814749782513,2.546522702536995,-1.5411846554569812,-2.6892116233264862,false,7.0,true
0.28757762003099563,-0.33594440189777114,2.2724827105090366,1.08176462746561,-0.8898653513755627,false,7.0,true
0.34496148313529007,-0.33577300588157805,-2.383460479509019,0.34556761694715904,-0.3362558377923658,true,5.0,true
-0.29207844034150404,-0.3357664822236898,-2.234656946690924,-0.2917397230538022,-0.33624777316129856,true,5.0,true
0.28746112590103534,-0.29128067465638996,5.141973103718072,1.8466048367124834,-2.9248695398772844,false,9.0,true
-0.3457263968029456,-0.2912763108806625,5.421564267177719,-1.6678289526200074,-2.4571975034204856,false,11.0,true
-0.29226449172935576,-0.2911391839407404,0.6316714435898275,-0.5049776514021662,-0.5622204666940747,false,9.0,true
0.24383926003562406,-0.29112401858206427,1.836897710571466,0.6297857429075421,-1.7453319000793657,false,9.0,true
0.3447006825982648,-0.2910799493856246,0.4941045850486712,0.3455676169471411,-0.33625583779237034,false,7.0,true
-0.23411260464873002,-0.29057393985691693,3.404400142177692,-0.8119823822356262,-1.200342852998127,false,8.0,true
0.15126474799091055,-0.29009649066606746,4.310459161572632,-1.1682289145932907,-2.3784054625468385,false,8.0,true
-0.18853649315117987,-0.28993660108607866,1.1062507628674823,-0.39453168896953605,-0.7211870389085313,false,9.0,true
-0.15742633734500533,-0.28947503228666377,2.0254742183653733,-0.8116682425494772,-0.9577193027294941,false,9.0,true
-0.127159347539156,-0.28905563086292635,1.1836910970881402,0.07327012926627713,-0.5611924440147297,false,8.0,true
0.07235933076677431,-0.28899861219400824,2.1463157992119544,-0.29174395647468665,-2.8430625040389215,false,7.0,true
-0.08029388963530157,-0.28855729021004173,3.8796549279422603,0.7478632690139116,-1.6723125949936188,false,8.0,true
0.02801126910053507,-0.2885489344503586,5.74170871245276,-1.1683381191684468,-1.7475284247773994,false,9.0,true
-0.02480250922921761,-0.28833580440046935,1.0389049353636033,-0.025407783994309135,-0.33947895552645835,false,7.0,true
-0.08004206936081454,-0.2487367819698812,2.207371220556174,0.44985928253658797,0.8643858846547705,false,10.0,true
-0.024655237466482554,-0.24856092920988931,-0.6202323285815874,-0.025474699547151796,-0.2466201153196127,true,5.0,true
-0.12768328105491838,-0.2483089199909876,-0.5848214159465762,-0.12623436424661152,-0.24645528941711115,true,5.0,true
-0.15666625124805775,-0.24782166965907504,0.15426763603161175,-0.19076254924274527,-0.24546607261597084,false,8.0,true
0.027731553097755095,-0.24774522907628888,3.980701111286103,-0.2923042777473737,0.21163215400668645,false,10.0,true
-0.1892764055668002,-0.2471157971035511,-0.9000511703293581,-0.1907625492427469,-0.24546607261585332,true,5.0,true
0.07289312299360817,-0.24665902081260221,0.2326328399448899,0.07277474843290026,-0.24509129391016318,true,5.0,true
-0.2331597622675371,-0.24600345604751597,1.215148097628696,-0.2933936760586429,-0.18657589013840897,false,9.0,true
0.12089529117510138,-0.24533527971435531,2.1187501081094307,0.4468057152575294,-0.1879557389587092,false,9.0,true
0.34411211241715733,-0.24468951058994093,-1.8929224627110899,0.34468149805230736,-0.24377384899456295,true,4.0,true
-0.2927977903968964,-0.24448753190904182,-1.7829396728821625,-0.2924638792670634,-0.2436369540183279,true,4.0,true
0.28755758437297185,-0.24359208690335146,2.6285445803688545,0.3436705714705766,-0.18670398081693532,false,9.0,true
-0.34566592575831134,-0.24352980745135494,2.9043775097086604,-0.8138347188822872,0.6167886614614567,false,7.0,true
0.2439952222804267,-0.24328610377924476,-0.6750443025325819,0.24425758353796484,-0.24287398375188257,true,4.0,true
0.2439664802855028,-0.2237980430471262,-0.4302793022168726,0.24400080583498387,-0.1854415967717535,false,7.0,true
-0.3455849981593747,-0.22328191864875896,3.1661044933164924,NaN,NaN,false,-1.0,false
0.2876656001929847,-0.22318417933616735,2.8935048672572066,0.7501393992122087,0.6776482010752205,false,10.0,true
