theoretical_point_id,type,x1,x2,x3,x4,d3,d4,d5,d6,d7,d8
TP_001,saddle,0.507030772828217,-0.917350578608486,0.507030772828217,-0.917350578608486,0.45791441532323085,0.4237899165022897,0.42637502110339864,0.4338633179163854,0.43750080808554687,0.43718624352251173
TP_002,saddle,0.507030772828217,-0.917350578608486,0.74115190368376,-0.741151903683748,0.33971664097227067,0.32130030304412305,0.3042674047301572,0.31235856232643955,0.3164022756891164,0.31605047751135557
TP_003,saddle,0.507030772828217,-0.917350578608486,0.917350578608475,-0.50703077282823,0.45791441532324434,0.4237899165022899,0.42637502110340303,0.433863317916398,0.43750080808552966,0.43718624352248914
TP_004,saddle,0.74115190368376,-0.741151903683748,0.507030772828217,-0.917350578608486,0.33971664097224247,0.32130030304413326,0.30426740473014174,0.31235856232641623,0.31640227568910684,0.31605047751134696
TP_005,min,0.74115190368376,-0.741151903683748,0.74115190368376,-0.741151903683748,0.14535879934193796,0.16392033474672846,0.057979725262521875,0.08305639219139832,0.09388206989085113,0.09297309903935341
TP_006,saddle,0.74115190368376,-0.741151903683748,0.917350578608475,-0.50703077282823,0.3397166409722607,0.3213003030441336,0.30426740473014796,0.31235856232643366,0.316402275689083,0.31605047751131576
TP_007,saddle,0.917350578608475,-0.50703077282823,0.507030772828217,-0.917350578608486,0.45791441532320254,0.4237899165023027,0.42637502110338205,0.4338633179163645,0.4375008080855159,0.43718624352247654
TP_008,saddle,0.917350578608475,-0.50703077282823,0.74115190368376,-0.741151903683748,0.33971664097223253,0.3213003030441402,0.3042674047301339,0.3123585623264105,0.3164022756890736,0.31605047751130694
TP_009,saddle,0.917350578608475,-0.50703077282823,0.917350578608475,-0.50703077282823,0.45791441532321603,0.4237899165023029,0.42637502110338643,0.43386331791637706,0.4375008080854987,0.43718624352245405
AVERAGE,-,NaN,NaN,NaN,NaN,0.3706536693915376,0.349364579214716,0.3311721587329636,0.3408826570180692,0.3454993783321469,0.34510222035273447
