theoretical_point_id,type,x1,x2,x3,x4,d3,d4,d5,d6,d7,d8
TP_001,min,0.256625076922502,-1.01624596361443,0.256625076922502,-1.01624596361443,0.033574309783050135,0.03108193461620776,0.028665448754264394,0.035700870503672315,0.034946321272298776,0.03501190609991217
AVERAGE,-,NaN,NaN,NaN,NaN,0.033574309783050135,0.03108193461620776,0.028665448754264394,0.035700870503672315,0.034946321272298776,0.03501190609991217
