theoretical_point_id,type,x1,x2,x3,x4,d3,d4,d5,d6,d7,d8
TP_001,saddle,0.507030772828217,-0.917350578608486,0.256625076922502,-1.01624596361443,0.3246635535737243,0.300469615758838,0.30217326699529184,0.3078245691852317,0.3103451324299834,0.3101271070819697
TP_002,min,0.74115190368376,-0.741151903683748,0.256625076922502,-1.01624596361443,0.1054903190428835,0.11797449470747763,0.0457348690486888,0.063925411373619,0.07083462577531688,0.07024895271009804
TP_003,saddle,0.917350578608475,-0.50703077282823,0.256625076922502,-1.01624596361443,0.32466355357369586,0.300469615758812,0.3021732669952705,0.3078245691852082,0.3103451324299594,0.31012710708194746
AVERAGE,-,NaN,NaN,NaN,NaN,0.2516058087301012,0.2396379087417092,0.2166938010130837,0.22652484991468627,0.2305082968784199,0.23016772229133842
