degree,l2_norm,n_computed_points,n_theoretical_points,n_successful_recoveries,success_rate,min_min_success_rate,runtime_seconds,converged
2,8.395435433874454,1,25,0,0.0,0.0,0.01916790008544922,false
3,4.752292591358598,4,25,0,0.0,0.0,0.0320429801940918,false
4,2.2243530615784732,25,25,1,0.04,0.1111111111111111,0.07601284980773926,false
5,1.0313662492207112,4,25,1,0.04,0.1111111111111111,0.15928292274475098,false
6,0.3132710891374498,25,25,1,0.04,0.1111111111111111,0.36386609077453613,false
