theoretical_point_id,type,x1,x2,x3,x4,d3,d4
TP_001,min,1.01624596361443,-0.256625076922483,1.01624596361443,-0.256625076922483,0.03357430978303807,0.031081934616187898
AVERAGE,-,NaN,NaN,NaN,NaN,0.03357430978303807,0.031081934616187898
